Year,Month,DayOfWeek,Hour,Rocket_ID,Rocket,Payload,Operator,FlightNumberInfo,Orbit,Function,crewed,Success
2012.0,7.0,5.0,2.0,127,H-IIB,"Kounotori 3, ⚀ Raiko, ⚀ FITSAT-1 (Niwaka), ⚀ We-Wish, ⚀ F-1, ⚀ TechEdSat, All payloads CubeSats other than Kounotori 3. CubeSats carried aboard Kounotori and deployed from the ISS.","JAXA, Wakayama/Tohuku, FIT, Meisei Electric, FPT, San Jose, All payloads CubeSats other than Kounotori 3. CubeSats carried aboard Kounotori and deployed from the ISS.",,"LEO (ISS), LEO, All payloads CubeSats other than Kounotori 3. CubeSats carried aboard Kounotori and deployed from the ISS.","ISS logistics, Technology demonstration, All payloads CubeSats other than Kounotori 3. CubeSats carried aboard Kounotori and deployed from the ISS.",0,1
2012.0,7.0,6.0,6.0,266,Soyuz-FG / Fregat,"Kanopus V-1, BelKA-2, Zond-PP, TET-1, exactView 1, First Belarusian satellite.","Roscosmos, NASRB, DLR, exactEarth, First Belarusian satellite.",,"LEO (SSO), First Belarusian satellite.","Earth observation, Technology demonstration Earth observation, Technology demonstration, AIS ship tracking, First Belarusian satellite.",0,1
2012.0,7.0,2.0,15.0,154,Long March 3C,Tianlian I-03,CNSA,,GEO,Communications,0,1
2012.0,7.0,5.0,1.0,236,Rokot / Briz-KM,"Gonets M-3, Gonets M-4, Kosmos 2481 (Strela-3M), MiR (Yubileiny 2)","Gonets Satellite System, VKO, NPO PM",,LEO,"Communications, Amateur radio Technology demonstration",0,1
2012.0,8.0,2.0,19.0,270,Soyuz-U,"Progress M-16M / 48P, Sfera-53, Fast rendezvous test; Sfera-53 deployed from ISS at 18:29 UTC on 20 August during a spacewalk.","Roscosmos, Fast rendezvous test; Sfera-53 deployed from ISS at 18:29 UTC on 20 August during a spacewalk.",,"LEO (ISS), LEO, Fast rendezvous test; Sfera-53 deployed from ISS at 18:29 UTC on 20 August during a spacewalk.","ISS logistics, Atmospheric density, Fast rendezvous test; Sfera-53 deployed from ISS at 18:29 UTC on 20 August during a spacewalk.",0,1
2012.0,8.0,3.0,20.0,19,Ariane 5 ECA,"Intelsat 20, HYLAS-2","Intelsat, Avanti",,GEO,Communications,0,1
2012.0,8.0,0.0,19.0,222,Proton-M / Briz-M Enhanced,"Telkom-3, Ekspress-MD2, Briz-M stage failure 7 seconds into its third burn. Stage exploded on 16 October, generating over 500 pieces of orbital debris.","PT Telkom, RSCC, Briz-M stage failure 7 seconds into its third burn. Stage exploded on 16 October, generating over 500 pieces of orbital debris.",,"Planned: GEO Achieved: MEO, Briz-M stage failure 7 seconds into its third burn. Stage exploded on 16 October, generating over 500 pieces of orbital debris.","Communications, Briz-M stage failure 7 seconds into its third burn. Stage exploded on 16 October, generating over 500 pieces of orbital debris.",0,0
2012.0,8.0,6.0,6.0,321,Zenit-3SL,Intelsat 21,Intelsat,,GEO,Communications,0,1
2012.0,8.0,3.0,8.0,42,Atlas V 401,"Van Allen Probe A (RBSP-A), Van Allen Probe B (RBSP-B), Launch of the two Van Allen Probes, formerly known as the Radiation Belt Storm Probes. Van Allen Probe B ceased operations on 19 July 2019; Van Allen Probe A was deactivated on 18 October 2019.","NASA, Launch of the two Van Allen Probes, formerly known as the Radiation Belt Storm Probes. Van Allen Probe B ceased operations on 19 July 2019; Van Allen Probe A was deactivated on 18 October 2019.",,"Highly elliptical, Launch of the two Van Allen Probes, formerly known as the Radiation Belt Storm Probes. Van Allen Probe B ceased operations on 19 July 2019; Van Allen Probe A was deactivated on 18 October 2019.","Magnetospheric research, Launch of the two Van Allen Probes, formerly known as the Radiation Belt Storm Probes. Van Allen Probe B ceased operations on 19 July 2019; Van Allen Probe A was deactivated on 18 October 2019.",0,1
2012.0,9.0,6.0,4.0,188,PSLV-CA,"SPOT 6, PROITERES","CNES, Osaka Institute of Technology",,LEO (SSO),"Earth observation, Amateur radio Technology demonstration",0,1
2012.0,9.0,3.0,21.0,42,Atlas V 401,"USA-238 (NOSS), ⚀ CINEMA 1, ⚀ CXBN, ⚀ CP 5, ⚀ CSSWE, ⚀ Aeneas, ⚀ STARE A, ⚀ SMDC-ONE 2.1, ⚀ SMDC-ONE 2.2, ⚀ AeroCube 4, ⚀ AeroCube 4.5A, ⚀ AeroCube 4.5B, NRO Launch 36","NRO, UCB, Morehead, CalPoly, CU-Boulder, USC / NRO, Lawrence Livermore, U.S. Army, The Aerospace Corporation, NRO Launch 36",,"LEO, NRO Launch 36","ELINT, Magnetospheric research, X-ray astronomy, Technology demonstration, NRO Launch 36",0,1
2012.0,9.0,0.0,16.0,258,Soyuz-2.1a / Fregat,MetOp-B,EUMETSAT,,LEO (SSO),Meteorology,0,1
2012.0,9.0,1.0,19.0,152,Long March 3B/E,"Compass-M5, Compass-M6",CNSA,,MEO,Navigation,0,1
2012.0,9.0,4.0,21.0,19,Ariane 5 ECA,"Astra 2F, GSAT-10","SES, ISRO",,GEO,Communications,0,1
2012.0,9.0,5.0,4.0,143,Long March 2D,VRSS-1,MPPCTII,,LEO (SSO),Earth observation,0,1
2012.0,10.0,3.0,12.0,96,"Delta IV M+(4,2)","USA-239 (GPS IIF-3), Named after Star Arcturus.","U.S. Air Force, Named after Star Arcturus.",,"MEO, Named after Star Arcturus.","Navigation, Named after Star Arcturus.",0,1
2012.0,10.0,0.0,0.0,112,Falcon 9 v1.0,"SpaceX CRS-1, Orbcomm-2 F1, ","NASA, Orbcomm, First flight of Commercial Resupply Services programme. First stage engine failure resulted in a too-low orbit for Orbcomm payload; CRS-1 nonetheless placed into correct orbit.",First flight,"LEO (ISS), LEO, First flight of Commercial Resupply Services programme. First stage engine failure resulted in a too-low orbit for Orbcomm payload; CRS-1 nonetheless placed into correct orbit.","ISS logistics, Communications, First flight of Commercial Resupply Services programme. First stage engine failure resulted in a too-low orbit for Orbcomm payload; CRS-1 nonetheless placed into correct orbit.",0,1
2012.0,10.0,4.0,18.0,255,Soyuz ST-B / Fregat-MT,"Galileo IOV 3, Galileo IOV 4",ESA,,MEO,Navigation,0,1
2012.0,10.0,6.0,3.0,142,Long March 2C/SMA,"Shijian 9A, Shijian 9B",CNSA,,LEO (SSO),Technology demonstration,0,1
2012.0,10.0,6.0,8.0,222,Proton-M / Briz-M Enhanced,Intelsat 23,Intelsat,,GEO,Communications,0,1
2012.0,10.0,1.0,10.0,265,Soyuz-FG,"Soyuz TMA-06M, Crewed flight","Roscosmos, Crewed flight",,"LEO (ISS), Crewed flight","Expedition 33/34, Crewed flight",1,1
2012.0,10.0,3.0,15.0,154,Long March 3C,"Compass-G6, Compass navigation system became commercially operational in Asia-Pacific region in December 2012.","CNSA, Compass navigation system became commercially operational in Asia-Pacific region in December 2012.",,"GEO, Compass navigation system became commercially operational in Asia-Pacific region in December 2012.","Navigation, Compass navigation system became commercially operational in Asia-Pacific region in December 2012.",0,1
2012.0,10.0,2.0,7.0,270,Soyuz-U,Progress M-17M / 49P,Roscosmos,,LEO (ISS),ISS logistics,0,1
2012.0,11.0,4.0,21.0,222,Proton-M / Briz-M Enhanced,"Luch 5B, Yamal-300K","Gonets Satellite System, Gazprom",,GEO,Communications,0,1
2012.0,11.0,5.0,21.0,19,Ariane 5 ECA,"Eutelsat 21B, Star One C3","Eutelsat, Star One",,GEO,Communications,0,1
2012.0,11.0,2.0,11.0,258,Soyuz-2.1a / Fregat,Meridian 6,VKO,,Molniya,Communications,0,1
2012.0,11.0,6.0,22.0,140,Long March 2C,"Huanjing 1C, Xinyan 1, Fengniao 1, Fengniao 1A","CNSA, CASC, SAST",,LEO (SSO),"Earth observation, Technology demonstration",0,1
2012.0,11.0,1.0,18.0,222,Proton-M / Briz-M Enhanced,EchoStar XVI,EchoStar,,GEO,Communications,0,1
2012.0,11.0,6.0,4.0,161,Long March 4C,"Yaogan 16A, Yaogan 16B, Yaogan 16C",CNSA,,LEO,ELINT,0,1
2012.0,11.0,1.0,10.0,152,Long March 3B/E,"ChinaSat 12 / SupremeSAT-I, Part of satellite's communications payload was leased to SupremeSAT, a Sri Lankan satellite operator, as SupremeSAT-I.","China Satcom / SupremeSAT, Part of satellite's communications payload was leased to SupremeSAT, a Sri Lankan satellite operator, as SupremeSAT-I.",,"GEO, Part of satellite's communications payload was leased to SupremeSAT, a Sri Lankan satellite operator, as SupremeSAT-I.","Communications, Part of satellite's communications payload was leased to SupremeSAT, a Sri Lankan satellite operator, as SupremeSAT-I.",0,1
2012.0,12.0,6.0,2.0,251,Soyuz ST-A / Fregat,Pléiades-HR 1B,CNES,,LEO (SSO),Earth observation/Reconnaissance,0,1
2012.0,12.0,0.0,20.0,321,Zenit-3SL,Eutelsat 70B,Eutelsat,,GEO,Communications,0,1
2012.0,12.0,5.0,13.0,222,Proton-M / Briz-M Enhanced,"Yamal-402, Briz-M stage failure 4 minutes before scheduled shut down on its fourth burn.","Gazprom, Briz-M stage failure 4 minutes before scheduled shut down on its fourth burn.",,"GEO, Briz-M stage failure 4 minutes before scheduled shut down on its fourth burn.","Communications, Briz-M stage failure 4 minutes before scheduled shut down on its fourth burn.",0,1
2012.0,12.0,1.0,18.0,46,Atlas V 501,"USA-240 (X-37B OTV-3), 270-day X-37B endurance mission ultimately extended to over 680 days.","U.S. Air Force, 270-day X-37B endurance mission ultimately extended to over 680 days.",,"LEO, 270-day X-37B endurance mission ultimately extended to over 680 days.","Technology demonstration, 270-day X-37B endurance mission ultimately extended to over 680 days.",0,1
2012.0,12.0,2.0,0.0,312,Unha-3,"Kwangmyŏngsŏng-3 Unit 2, First successful North Korean orbital launch, first North Korean satellite; satellite reached orbit but malfunctioned thereafter.","KCST, First successful North Korean orbital launch, first North Korean satellite; satellite reached orbit but malfunctioned thereafter.",,"LEO, First successful North Korean orbital launch, first North Korean satellite; satellite reached orbit but malfunctioned thereafter.","Technology demonstration, First successful North Korean orbital launch, first North Korean satellite; satellite reached orbit but malfunctioned thereafter.",0,0
2012.0,12.0,1.0,16.0,143,Long March 2D,Göktürk-2,MSB,,LEO (SSO),Earth observation,0,1
2012.0,12.0,2.0,12.0,265,Soyuz-FG,"Soyuz TMA-07M, Crewed flight","Roscosmos, Crewed flight",,"LEO (ISS), Crewed flight","Expedition 34/35, Crewed flight",1,1
2012.0,12.0,2.0,21.0,19,Ariane 5 ECA,"Skynet 5D, Mexsat-3, Skynet 5D military communications satellite operated by Astrium Services on behalf of the British Ministry of Defence.","Astrium, SCT, Skynet 5D military communications satellite operated by Astrium Services on behalf of the British Ministry of Defence.",,"GEO, Skynet 5D military communications satellite operated by Astrium Services on behalf of the British Ministry of Defence.","Communications, Skynet 5D military communications satellite operated by Astrium Services on behalf of the British Ministry of Defence.",0,1
2013.0,1.0,1.0,16.0,236,Rokot / Briz-KM,"Kosmos 2482 (Strela-3M), Kosmos 2483 (Strela-3M), Kosmos 2484 (Strela-3M), Briz-KM failed around the time of spacecraft separation, resulting in the loss of one satellite.","VKO, Briz-KM failed around the time of spacecraft separation, resulting in the loss of one satellite.",,"LEO, Briz-KM failed around the time of spacecraft separation, resulting in the loss of one satellite.","Communications, Briz-KM failed around the time of spacecraft separation, resulting in the loss of one satellite.",0,0
2013.0,1.0,6.0,4.0,123,H-IIA 202,"IGS Radar 4, IGS Optical 5V",CSIC,,LEO (SSO),"Reconnaissance, Technology demonstration",0,1
2013.0,1.0,2.0,7.0,185,Naro-1,"STSAT-2C, First successful launch of Naro-1; first successful South Korean launch with Russian assistance; final flight of Naro-1.","KARI, First successful launch of Naro-1; first successful South Korean launch with Russian assistance; final flight of Naro-1.",,"LEO, First successful launch of Naro-1; first successful South Korean launch with Russian assistance; final flight of Naro-1.","Technology demonstration, First successful launch of Naro-1; first successful South Korean launch with Russian assistance; final flight of Naro-1.",0,1
2013.0,1.0,3.0,1.0,42,Atlas V 401,TDRS-K (TDRS-11),NASA,,GEO,Communications,0,1
2013.0,2.0,4.0,6.0,321,Zenit-3SL,"Intelsat 27, First stage failure, impacted ocean at 40 seconds after launch. Accident caused by failure of the first stage hydraulic power supply unit pump at T+3.9s, which lead to loss of engine gimbal control.","Intelsat, First stage failure, impacted ocean at 40 seconds after launch. Accident caused by failure of the first stage hydraulic power supply unit pump at T+3.9s, which lead to loss of engine gimbal control.",,"Intended: GEO, First stage failure, impacted ocean at 40 seconds after launch. Accident caused by failure of the first stage hydraulic power supply unit pump at T+3.9s, which lead to loss of engine gimbal control.","Communications, First stage failure, impacted ocean at 40 seconds after launch. Accident caused by failure of the first stage hydraulic power supply unit pump at T+3.9s, which lead to loss of engine gimbal control.",0,0
2013.0,2.0,2.0,16.0,258,Soyuz-2.1a / Fregat,"Globalstar M078, Globalstar M093, Globalstar M094, Globalstar M095, Globalstar M096, Globalstar M097",Globalstar,,LEO,Communications,0,1
2013.0,2.0,3.0,21.0,19,Ariane 5 ECA,"Azerspace-1/Africasat-1a, Amazonas 3","AMAKA, Hispasat",,GEO,Communications,0,1
2013.0,2.0,0.0,14.0,270,Soyuz-U,Progress M-18M / 50P,Roscosmos,,LEO (ISS),ISS logistics,0,1
2013.0,2.0,0.0,18.0,42,Atlas V 401,Landsat DCM,USGS,,LEO (SSO),Remote sensing,0,1
2013.0,2.0,0.0,12.0,188,PSLV-CA,"SARAL, Sapphire, NEOSSat, UniBRITE-1, TUGSAT-1, ⚀ AAUSAT3, ⚀ STRaND-1, TUGSAT-1 is the first Austrian satellite.","ISRO / CNES, DND, CSA, University of Vienna, TU Graz, Aalborg, SSTL, TUGSAT-1 is the first Austrian satellite.",,"LEO (SSO), TUGSAT-1 is the first Austrian satellite.","Oceanography, Space surveillance, Asteroid detection, Optical astronomy, Technology demonstration, TUGSAT-1 is the first Austrian satellite.",0,1
2013.0,3.0,4.0,15.0,112,Falcon 9 v1.0,"SpaceX CRS-2, ","NASA, Final flight of Falcon 9 v1.0",Final flight,"LEO (ISS), Final flight of Falcon 9 v1.0","ISS logistics, Final flight of Falcon 9 v1.0",0,1
2013.0,3.0,1.0,21.0,42,Atlas V 401,USA-241 (SBIRS-GEO 2),US Air Force,,GEO,Missile defense,0,1
2013.0,3.0,1.0,19.0,221,Proton-M / Briz-M,Satmex 8,Satmex,,GEO,Communications,0,1
2013.0,3.0,3.0,20.0,265,Soyuz-FG,"Soyuz TMA-08M, Crewed flight","Roscosmos, Crewed flight",,"LEO (ISS), Crewed flight","Expedition 35/36, Crewed flight",1,1
2013.0,4.0,0.0,18.0,221,Proton-M / Briz-M,Anik G1,Telesat,,GEO,Communications,0,1
2013.0,4.0,4.0,10.0,257,Soyuz-2.1a,"Bion-M No.1, AIST No.2, ⚀ Dove 2, ⚀ BeeSat 2, ⚀ BeeSat 3, ⚀ SOMP, ⚀ OSSI-1","Roscosmos, SSAU, Cosmogia, TU Berlin, TU Dresden, OSSI",,LEO,"Biological science, Technology demonstration, Amateur radio",0,1
2013.0,4.0,6.0,21.0,2,Antares 110,"Cygnus Mass Simulator, ⚀ Alexander (PhoneSat-2.0), ⚀ Graham (PhoneSat-1.0), ⚀ Bell (PhoneSat-1.0), ⚀ Dove 1","NASA, Cosmogia",,LEO,"Test flight, Technology demonstration",0,1
2013.0,4.0,2.0,10.0,270,Soyuz-U,Progress M-19M / 51P,Roscosmos,,LEO (ISS),ISS logistics,0,1
2013.0,4.0,4.0,4.0,143,Long March 2D,"Gaofen 1, ⚀ TurkSat-3USat, ⚀ NEE-01 Pegaso, ⚀ CubeBug-1, NEE-01 Pegaso is the first Ecuadorian satellite.","CNSA, ITU, EXA, INVAP, NEE-01 Pegaso is the first Ecuadorian satellite.",,"LEO (SSO), LEO (SSO)], NEE-01 Pegaso is the first Ecuadorian satellite.","Earth observation, Technology demonstration, NEE-01 Pegaso is the first Ecuadorian satellite.",0,1
2013.0,4.0,4.0,5.0,263,Soyuz-2.1b / Fregat,Kosmos 2485 (GLONASS-M 747),VKO,,MEO,Navigation,0,1
2013.0,5.0,2.0,16.0,152,Long March 3B/E,ChinaSat 11,China Satcom,,GEO,Communications,0,1
2013.0,5.0,1.0,2.0,315,Vega,"Proba-V, VNREDSat 1A, ⚀ ESTCube-1, ESTCube-1 is the first Estonian satellite.","ESA, VAST, Tartu, ESTCube-1 is the first Estonian satellite.",,"LEO (SSO), ESTCube-1 is the first Estonian satellite.","Technology demonstration, Earth observation, ESTCube-1 is the first Estonian satellite.",0,1
2013.0,5.0,1.0,16.0,221,Proton-M / Briz-M,Eutelsat 3D,Eutelsat,,GEO,Communications,0,1
2013.0,5.0,2.0,21.0,42,Atlas V 401,"USA-242 (GPS IIF-4), Named after Star Vega.","U.S. Air Force, Named after Star Vega.",,"MEO, Named after Star Vega.","Navigation, Named after Star Vega.",0,1
2013.0,5.0,5.0,0.0,103,"Delta IV-M+ (5,4)",USA-243 (WGS-5),U.S. Air Force,,GEO,Communications,0,1
2013.0,5.0,1.0,20.0,265,Soyuz-FG,"Soyuz TMA-09M, Crewed flight","Roscosmos, Crewed flight",,"LEO (ISS), Crewed flight","Expedition 36/37, Crewed flight",1,1
2013.0,6.0,0.0,9.0,221,Proton-M / Briz-M,SES-6,SES S.A.,,GEO,Communications,0,1
2013.0,6.0,2.0,21.0,21,Ariane 5 ES,Albert Einstein ATV,ESA,,LEO (ISS),ISS logistics,0,1
2013.0,6.0,4.0,18.0,262,Soyuz-2.1b,Kosmos 2486 (Persona №2),VKO,,LEO (SSO),Optical reconnaissance,0,1
2013.0,6.0,1.0,9.0,145,Long March 2F,"Shenzhou 10, China's fifth crewed spaceflight mission (2 men, 1 woman astronaut) to Tiangong-1 space lab.","CMSA, China's fifth crewed spaceflight mission (2 men, 1 woman astronaut) to Tiangong-1 space lab.",,"LEO (Tiangong-1), China's fifth crewed spaceflight mission (2 men, 1 woman astronaut) to Tiangong-1 space lab.","Technology demonstration, China's fifth crewed spaceflight mission (2 men, 1 woman astronaut) to Tiangong-1 space lab.",1,1
2013.0,6.0,1.0,17.0,262,Soyuz-2.1b,"Resurs-P No.1, On 26 June 2024 the satellite was involved in a debris-generating event, with more than 100 debris identified as a result of the incident.","Roscosmos, On 26 June 2024 the satellite was involved in a debris-generating event, with more than 100 debris identified as a result of the incident.",,"LEO (SSO), On 26 June 2024 the satellite was involved in a debris-generating event, with more than 100 debris identified as a result of the incident.","Remote sensing, On 26 June 2024 the satellite was involved in a debris-generating event, with more than 100 debris identified as a result of the incident.",0,1
2013.0,6.0,1.0,19.0,269,Soyuz-STB / Fregat,"O3b PFM, O3b FM2, O3b FM4, O3b FM5",O3b Networks,,MEO,Communications,0,1
2013.0,6.0,3.0,16.0,282,Strela,Kosmos 2487 (Kondor No.202),Roscosmos,,LEO,Radar imaging,0,1
2013.0,6.0,4.0,2.0,195,Pegasus-XL,IRIS,NASA,,LEO (SSO),Heliophysics,0,1
2013.0,7.0,0.0,18.0,191,PSLV-XL,IRNSS-1A,ISRO,,GEO,Navigation,0,1
2013.0,7.0,1.0,2.0,224,Proton-M / DM-03 Enhanced,"GLONASS-M 748, GLONASS-M 749, GLONASS-M 750, First stage guidance failure due to angular velocity sensors installed upside down, rocket crashed near launch pad.","VKO, First stage guidance failure due to angular velocity sensors installed upside down, rocket crashed near launch pad.",,"Intended: MEO, First stage guidance failure due to angular velocity sensors installed upside down, rocket crashed near launch pad.","Navigation, First stage guidance failure due to angular velocity sensors installed upside down, rocket crashed near launch pad.",0,0
2013.0,7.0,0.0,9.0,140,Long March 2C,Shijian 11-05,CNSA,,LEO (SSO),Technology demonstration,0,1
2013.0,7.0,4.0,13.0,50,Atlas V 551,MUOS-2,U.S. Navy,,GEO,Communications,0,1
2013.0,7.0,4.0,23.0,161,Long March 4C,"Shijian 15, Shiyan 7, Chuang Xin 3",CNSA,,LEO (SSO),Technology demonstration,0,1
2013.0,7.0,3.0,19.0,19,Ariane 5 ECA,"Alphasat I-XL (Inmarsat-XL), INSAT-3D, First Alphabus satellite.","ESA / Inmarsat, ISRO, First Alphabus satellite.",,"GEO, First Alphabus satellite.","Technology demonstration / Communications, Meteorology, First Alphabus satellite.",0,1
2013.0,7.0,5.0,20.0,270,Soyuz-U,Progress M-20M / 52P,Roscosmos,,LEO (ISS),ISS logistics,0,1
2013.0,8.0,5.0,19.0,127,H-IIB,"Kounotori 4, ⚀ TechEdSat-3p, ⚀ PicoDragon, ⚀ ArduSat-1, ⚀ ArduSat-X","JAXA, NASA Ames, VNSC, NanoSatisfi",,"LEO (ISS), LEO","ISS logistics, Technology demonstration",0,1
