DateTimeYear,Rocket,Payload,Operator,Orbit,Function,Decay,Outcome,FlightNumberInfo,LaunchSite,Success
16 August 19:32[100]-2008,Safir[101],however no objects were left in orbit.[100] Unofficial reports of a second stage malfunction.[100] Also reported to have been a suborbital test,however no objects were left in orbit.[100] Unofficial reports of a second stage malfunction.[100] Also reported to have been a suborbital test,however no objects were left in orbit.[100] Unofficial reports of a second stage malfunction.[100] Also reported to have been a suborbital test,however no objects were left in orbit.[100] Unofficial reports of a second stage malfunction.[100] Also reported to have been a suborbital test,however no objects were left in orbit.[100] Unofficial reports of a second stage malfunction.[100] Also reported to have been a suborbital test,however no objects were left in orbit.[100] Unofficial reports of a second stage malfunction.[100] Also reported to have been a suborbital test,,,0
16 August 19:32[100]-2008,Safir[101],or an attempt to launch the Omid satellite,or an attempt to launch the Omid satellite,or an attempt to launch the Omid satellite,or an attempt to launch the Omid satellite,or an attempt to launch the Omid satellite,or an attempt to launch the Omid satellite,,,0
16 August 19:32[100]-2008,Safir[101],instead of an orbital test launch.,instead of an orbital test launch.,instead of an orbital test launch.,instead of an orbital test launch.,instead of an orbital test launch.,instead of an orbital test launch.,,,0
18 August 22:43[103][104][105]-2008,Proton-M / Briz-M Enhanced,Inmarsat-4 F3[106],Inmarsat,GEO,Communications,In orbit,Operational,,,1
29 August 07:15:58[107]-2008,Dnepr,Tachys (RapidEye-1)[108],RapidEye / Planet Labs,LEO (SSO),Earth observation,In orbit,Successful[109],,,1
29 August 07:15:58[107]-2008,Dnepr,Mati (RapidEye-2)[108],RapidEye / Planet Labs,LEO (SSO),Earth observation,In orbit,Successful[109],,,1
29 August 07:15:58[107]-2008,Dnepr,Choma (RapidEye-3)[108],RapidEye / Planet Labs,LEO (SSO),Earth observation,In orbit,Successful[109],,,1
29 August 07:15:58[107]-2008,Dnepr,Choros (RapidEye-4)[108],RapidEye / Planet Labs,LEO (SSO),Earth observation,In orbit,Successful[109],,,1
29 August 07:15:58[107]-2008,Dnepr,Trochia (RapidEye-5)[108],RapidEye / Planet Labs,LEO (SSO),Earth observation,In orbit,Successful[109],,,1
6 September 03:25[110]-2008,Long March 2C,Huan Jing 1A,CNSA,LEO (SSO),Earth observation,In orbit,Operational,,,1
6 September 03:25[110]-2008,Long March 2C,Huan Jing 1B,CNSA,LEO (SSO),Earth observation,In orbit,Operational,,,1
6 September 18:50:57[111]-2008,Delta II 7420,GeoEye 1 (Orbview 5),GeoEye,LEO (SSO),Earth observation,In orbit,Operational,,,1
10 September 19:50:02[59]-2008,Soyuz-U,Progress M-65,Roscosmos,LEO (ISS),ISS logistics,7 December 08:48:47[112],Successful,,,1
10 September 19:50:02[59]-2008,Soyuz-U,ISS flight 30P,ISS flight 30P,ISS flight 30P,ISS flight 30P,ISS flight 30P,ISS flight 30P,,,0
19 September 21:48[108][113]-2008,Proton-M / Briz-M,Nimiq-4[114],Telesat Canada,GEO,Communications,In orbit,Operational,,,1
24 September 09:27:59[115]-2008,Zenit-3SL,Galaxy 19,Intelsat,GEO,Communications,In orbit,Operational,,,1
25 September 08:49:37 [108][116]-2008,Proton-M / DM-2[117],Kosmos 2442 (GLONASS)[108][118],VKS,MEO,Navigation[119],In orbit,Operational,,,1
25 September 08:49:37 [108][116]-2008,Proton-M / DM-2[117],Kosmos 2443 (GLONASS)[108][118],VKS,MEO,Navigation[119],In orbit,Operational,,,1
25 September 08:49:37 [108][116]-2008,Proton-M / DM-2[117],Kosmos 2444 (GLONASS)[108][118],VKS,MEO,Navigation[119],In orbit,Operational,,,1
25 September 13:10[108][121]-2008,Long March 2F,Shenzhou 7,CMSA,LEO,Crewed flight,28 September 09:37:40[120],Successful,,,1
25 September 13:10[108][121]-2008,Long March 2F,Ban Xing[120],Crewed flight with three yǔhángyuán,Crewed flight with three yǔhángyuán,Technology demonstration,30 October 2009[122],Crewed flight with three yǔhángyuán,,,0
25 September 13:10[108][121]-2008,Long March 2F,Shenzhou 7-GC[120],crew conducted first Chinese EVA Ban Xing deployed from Shenzhou on 27 September at 11:27 GMT,crew conducted first Chinese EVA Ban Xing deployed from Shenzhou on 27 September at 11:27 GMT,Crewed flight with three yǔhángyuán,4 January 2010[123],crew conducted first Chinese EVA Ban Xing deployed from Shenzhou on 27 September at 11:27 GMT,,,0
25 September 13:10[108][121]-2008,Long March 2F,Crewed flight with three yǔhángyuán,GC separated on 28 September at 08:48 to begin independent mission[120],GC separated on 28 September at 08:48 to begin independent mission[120],crew conducted first Chinese EVA Ban Xing deployed from Shenzhou on 27 September at 11:27 GMT,Crewed flight with three yǔhángyuán,GC separated on 28 September at 08:48 to begin independent mission[120],,,0
25 September 13:10[108][121]-2008,Long March 2F,crew conducted first Chinese EVA Ban Xing deployed from Shenzhou on 27 September at 11:27 GMT,GC separated on 28 September at 08:48 to begin independent mission[120],GC separated on 28 September at 08:48 to begin independent mission[120],GC separated on 28 September at 08:48 to begin independent mission[120],crew conducted first Chinese EVA Ban Xing deployed from Shenzhou on 27 September at 11:27 GMT,GC separated on 28 September at 08:48 to begin independent mission[120],,,0
25 September 13:10[108][121]-2008,Long March 2F,GC separated on 28 September at 08:48 to begin independent mission[120],GC separated on 28 September at 08:48 to begin independent mission[120],GC separated on 28 September at 08:48 to begin independent mission[120],GC separated on 28 September at 08:48 to begin independent mission[120],GC separated on 28 September at 08:48 to begin independent mission[120],GC separated on 28 September at 08:48 to begin independent mission[120],,,0
28 September 23:15[125]-2008,Falcon 1,RatSat[120],SpaceX,LEO,Boilerplate,In orbit,Successful[125][124],,,1
28 September 23:15[125]-2008,Falcon 1,Launched boilerplate payload. First privately funded and developed liquid fuelled rocket to reach orbit.[124],Launched boilerplate payload. First privately funded and developed liquid fuelled rocket to reach orbit.[124],Launched boilerplate payload. First privately funded and developed liquid fuelled rocket to reach orbit.[124],Launched boilerplate payload. First privately funded and developed liquid fuelled rocket to reach orbit.[124],Launched boilerplate payload. First privately funded and developed liquid fuelled rocket to reach orbit.[124],Launched boilerplate payload. First privately funded and developed liquid fuelled rocket to reach orbit.[124],,,0
1 October 06:37:16-2008,Dnepr,THEOS,GISTDA,LEO,Earth observation,In orbit,Operational,,,1
12 October 07:01[126]-2008,Soyuz-FG,Soyuz TMA-13[127],Roscosmos,LEO (ISS),ISS Expedition 18,8 April 2009 07:16,Successful,,,1
12 October 07:01[126]-2008,Soyuz-FG,Crewed flight with three cosmonauts,Crewed flight with three cosmonauts,Crewed flight with three cosmonauts,Crewed flight with three cosmonauts,Crewed flight with three cosmonauts,Crewed flight with three cosmonauts,,,0
12 October 07:01[126]-2008,Soyuz-FG,including a space tourist. 100th flight of the Soyuz programme to be crewed at some point in its mission[9],including a space tourist. 100th flight of the Soyuz programme to be crewed at some point in its mission[9],including a space tourist. 100th flight of the Soyuz programme to be crewed at some point in its mission[9],including a space tourist. 100th flight of the Soyuz programme to be crewed at some point in its mission[9],including a space tourist. 100th flight of the Soyuz programme to be crewed at some point in its mission[9],including a space tourist. 100th flight of the Soyuz programme to be crewed at some point in its mission[9],,,0
19 October 17:47:23[128]-2008,Pegasus-XL/Star-27,IBEX,NASA,High Earth,Solar,In orbit,Operational,,,1
22 October 00:52:11[130]-2008,PSLV-XL,Chandrayaan-1[131],ISRO,Selenocentric,Lunar orbiter,In orbit,Partial spacecraft failure,,,0
22 October 00:52:11[130]-2008,PSLV-XL,MIP,ISRO,Selenocentric,Lunar impactor,14 November,Successful,,,1
25 October 01:15[133]-2008,Long March 4B,Shijian 6-03A,CNSA,LEO,Technology demonstration,In orbit,Operational,,,1
25 October 01:15[133]-2008,Long March 4B,Shijian 6-03B,First launch from Taiyuan LC-2[132],First launch from Taiyuan LC-2[132],First launch from Taiyuan LC-2[132],First launch from Taiyuan LC-2[132],First launch from Taiyuan LC-2[132],,,0
25 October 01:15[133]-2008,Long March 4B,First launch from Taiyuan LC-2[132],First launch from Taiyuan LC-2[132],First launch from Taiyuan LC-2[132],First launch from Taiyuan LC-2[132],First launch from Taiyuan LC-2[132],First launch from Taiyuan LC-2[132],,,0
25 October 02:28[134]-2008,Delta II 7420-10,COSMO-3,ASI[135],LEO (SSO),Earth observation,In orbit,Operational,,,1
29 October 16:53:53[136]-2008,Long March 3B/E,VeneSat-1 (Simón Bolívar),VMoST,GEO,Communications,In orbit,Successful; Partial spacecraft failure,,,1
29 October 16:53:53[136]-2008,Long March 3B/E,First Venezuelan satellite.[136] Lost in March 2020 due to the failure of both solar array drives.[137],First Venezuelan satellite.[136] Lost in March 2020 due to the failure of both solar array drives.[137],First Venezuelan satellite.[136] Lost in March 2020 due to the failure of both solar array drives.[137],First Venezuelan satellite.[136] Lost in March 2020 due to the failure of both solar array drives.[137],First Venezuelan satellite.[136] Lost in March 2020 due to the failure of both solar array drives.[137],First Venezuelan satellite.[136] Lost in March 2020 due to the failure of both solar array drives.[137],,,0
5 November 00:15[138]-2008,Long March 2D[139],Chuang Xin 1B,CNSA,LEO,Weather,In orbit,Operational,,,1
5 November 00:15[138]-2008,Long March 2D[139],Shiyan 3[140],CNSA,LEO,Technology demonstration,In orbit,Operational,,,1
5 November 20:44-2008,Proton-M / Briz-M,Astra 1M,SES Astra,GEO,Communications,In orbit,Operational,Final flight,,1
5 November 20:44-2008,Proton-M / Briz-M,,Final flight of standard Proton-M,Final flight of standard Proton-M,Final flight of standard Proton-M,Final flight of standard Proton-M,Final flight of standard Proton-M,Final flight,,0
14 November 15:50[141]-2008,Soyuz-U,Kosmos 2445 (Kobalt-M),VKS,LEO,Optical imaging,23 February 2009[142] 16:15[143],Successful,,,1
15 November 00:55:39[145]-2008,Space Shuttle Endeavour[146],STS-126[147],NASA,LEO (ISS),ISS assembly,30 November 21:25:06[148],Successful,,,1
15 November 00:55:39[145]-2008,Space Shuttle Endeavour[146],Leonardo MPLM,ASI / NASA,LEO,ISS logistics,17 February 2010 17:31[149],Crewed flight with seven astronauts,,,0
15 November 00:55:39[145]-2008,Space Shuttle Endeavour[146],PSSC,U.S. Air Force,Crewed flight with seven astronauts,Technology demonstration,Crewed flight with seven astronauts,PSSC deployed from Shuttle at 20:33 GMT on 29 November and operated for 110 days.[144],,,0
15 November 00:55:39[145]-2008,Space Shuttle Endeavour[146],Crewed flight with seven astronauts,Crewed flight with seven astronauts,PSSC deployed from Shuttle at 20:33 GMT on 29 November and operated for 110 days.[144],Crewed flight with seven astronauts,PSSC deployed from Shuttle at 20:33 GMT on 29 November and operated for 110 days.[144],PSSC deployed from Shuttle at 20:33 GMT on 29 November and operated for 110 days.[144],,,0
15 November 00:55:39[145]-2008,Space Shuttle Endeavour[146],PSSC deployed from Shuttle at 20:33 GMT on 29 November and operated for 110 days.[144],PSSC deployed from Shuttle at 20:33 GMT on 29 November and operated for 110 days.[144],PSSC deployed from Shuttle at 20:33 GMT on 29 November and operated for 110 days.[144],PSSC deployed from Shuttle at 20:33 GMT on 29 November and operated for 110 days.[144],PSSC deployed from Shuttle at 20:33 GMT on 29 November and operated for 110 days.[144],PSSC deployed from Shuttle at 20:33 GMT on 29 November and operated for 110 days.[144],,,0
26 November 12:38:27[150]-2008,Soyuz-U,Progress M-01M,Roscosmos,LEO (ISS),ISS logistics,8 February 2009 08:20[151],Successful,First flight,,1
26 November 12:38:27[150]-2008,Soyuz-U,,First flight of modernised Progress spacecraft,First flight of modernised Progress spacecraft,First flight of modernised Progress spacecraft,First flight of modernised Progress spacecraft,First flight of modernised Progress spacecraft,First flight,,0
1 December 04:42[152]-2008,Long March 2D,Yaogan-4,CNSA,LEO (SSO),Earth observation,In orbit,Operational,,,1
2 December 05:00[153]-2008,Molniya-M/2BL[154],Kosmos 2446 (Oko),VKS,Molniya,Missile defence,In orbit,Operational,,,1
10 December 13:43:00[155]-2008,Proton-M / Briz-M Enhanced,Ciel-2[77],Ciel[156],GEO,Communications,In orbit,Operational,,,1
15 December 03:22[157]-2008,Long March 4B,Yaogan-5,CNSA,LEO (SSO),Earth observation,2 September 2014,Successful,,,1
20 December 22:35[158]-2008,Unknown,Hot Bird 9[77],Eutelsat,GEO,Communications,In orbit,Operational,,,1
20 December 22:35[158]-2008,Unknown,Eutelsat W2M[77],Eutelsat,GEO,Communications,In orbit,Spacecraft failure[159],,,0
23 December 00:54[160]-2008,Long March 3A,Fengyun 2E,CMA,GEO,Meteorology,In orbit,Operational,,,1
25 December 10:43[161]-2008,Proton-M / DM-2 Enhanced,Kosmos 2447 (GLONASS),VKS,MEO,Navigation,In orbit,Operational,First flight,"First flight of Proton-M Enhanced with DM-2 upper stage, last orbital launch from Baikonur to be conducted by the Russian military",1
25 December 10:43[161]-2008,Proton-M / DM-2 Enhanced,Kosmos 2448 (GLONASS),First flight of Proton-M Enhanced with DM-2 upper stage,MEO,First flight of Proton-M Enhanced with DM-2 upper stage,First flight of Proton-M Enhanced with DM-2 upper stage,First flight of Proton-M Enhanced with DM-2 upper stage,First flight,"First flight of Proton-M Enhanced with DM-2 upper stage, last orbital launch from Baikonur to be conducted by the Russian military",0
25 December 10:43[161]-2008,Proton-M / DM-2 Enhanced,Kosmos 2449 (GLONASS),last orbital launch from Baikonur to be conducted by the Russian military,MEO,last orbital launch from Baikonur to be conducted by the Russian military,last orbital launch from Baikonur to be conducted by the Russian military,last orbital launch from Baikonur to be conducted by the Russian military,First flight,"First flight of Proton-M Enhanced with DM-2 upper stage, last orbital launch from Baikonur to be conducted by the Russian military",0
25 December 10:43[161]-2008,Proton-M / DM-2 Enhanced,,last orbital launch from Baikonur to be conducted by the Russian military,MEO,last orbital launch from Baikonur to be conducted by the Russian military,last orbital launch from Baikonur to be conducted by the Russian military,last orbital launch from Baikonur to be conducted by the Russian military,First flight,"First flight of Proton-M Enhanced with DM-2 upper stage, last orbital launch from Baikonur to be conducted by the Russian military",0
18 January 02:47[13]-2009,Delta IV Heavy[14],USA-202 / Orion 6[15],NRO,GEO,ELINT,In orbit,Operational,,,1
18 January 02:47[13]-2009,Delta IV Heavy[14],NROL-26 mission.,NROL-26 mission.,NROL-26 mission.,NROL-26 mission.,NROL-26 mission.,NROL-26 mission.,,,0
23 January 03:54[17]-2009,H-IIA 202,Ibuki (GOSAT),JAXA,LEO (SSO),Climatology,In orbit,Operational,,,1
23 January 03:54[17]-2009,H-IIA 202,SDS-1,SOHLA[19],Raijin failed to respond to commands from ground following electromagnetic boom deployment,Technology demonstration,Raijin failed to respond to commands from ground following electromagnetic boom deployment,Successful[18],,,1
23 January 03:54[17]-2009,H-IIA 202,Sohla-1 (Maido-1),Tohoku University,Kagayaki failed to contact ground,Sprite research,Kagayaki failed to contact ground,Successful[20],,,1
23 January 03:54[17]-2009,H-IIA 202,Raijin (Sprite-Sat)[21],Sorun[23],STARS tether deployment failed,Raijin failed to respond to commands from ground following electromagnetic boom deployment,STARS tether deployment failed,Spacecraft failure[16],,,0
23 January 03:54[17]-2009,H-IIA 202,Kagayaki[22],University of Tokyo,Kiseki failed to respond to commands from ground.[16],Kagayaki failed to contact ground,Kiseki failed to respond to commands from ground.[16],Raijin failed to respond to commands from ground following electromagnetic boom deployment,,,0
23 January 03:54[17]-2009,H-IIA 202,Hitomi (PRISM)[24],Kagawa University,Kiseki failed to respond to commands from ground.[16],STARS tether deployment failed,Kiseki failed to respond to commands from ground.[16],Kagayaki failed to contact ground,,,0
