DateTime,Rocket,Payload,Operator,Orbit,Function,Decay,Outcome,Year,FlightNumberInfo,LaunchSite
17 September 19:19:19,Proton-M / Briz-M Enhanced,Nimiq 5,Telesat Canada,GEO,Communications,In orbit,Operational[98],2009,,
23 September 06:21[99],PSLV-CA,Oceansat-2,ISRO,LEO (SSO),Oceanography,In orbit,Operational,2009,,
23 September 06:21[99],PSLV-CA,Rubin 9.1,OHB-System,LEO (SSO),Technology demonstration,In orbit,Successful,2009,,
23 September 06:21[99],PSLV-CA,Rubin 9.2,OHB-System,LEO (SSO),Technology demonstration,In orbit,Successful,2009,,
23 September 06:21[99],PSLV-CA,⚀ BeeSat-1,TU Berlin,LEO (SSO),Technology demonstration,In orbit,Operational,2009,,
23 September 06:21[99],PSLV-CA,⚀ ITU-pSat1,ITU,LEO (SSO),Technology demonstration,In orbit,Operational,2009,,
23 September 06:21[99],PSLV-CA,⚀ SwissCube-1,EPFL,LEO (SSO),Atmospheric science,In orbit,Operational,2009,,
23 September 06:21[99],PSLV-CA,⚀ UWE-2,Würzburg,LEO (SSO),Technology demonstration,In orbit,Operational,2009,,
23 September 06:21[99],PSLV-CA,"First Swiss satellite, Rubin payloads intentionally remained attached to upper stage.","First Swiss satellite, Rubin payloads intentionally remained attached to upper stage.","First Swiss satellite, Rubin payloads intentionally remained attached to upper stage.","First Swiss satellite, Rubin payloads intentionally remained attached to upper stage.","First Swiss satellite, Rubin payloads intentionally remained attached to upper stage.","First Swiss satellite, Rubin payloads intentionally remained attached to upper stage.",2009,,
25 September 12:20[100],Delta II 7920-10C,USA-208 (STSS-Demo 1),U.S. Air Force,LEO,Technology demonstration Missile defence,In orbit,Successful[101],2009,,
25 September 12:20[100],Delta II 7920-10C,USA-209 (STSS-Demo 2),U.S. Air Force,LEO,Technology demonstration Missile defence,In orbit,Successful[101],2009,,
30 September 07:14,Soyuz-FG,Soyuz TMA-16,Roscosmos,LEO (ISS),Expedition 21,18 March 2010,Successful,2009,,
30 September 07:14,Soyuz-FG,Crewed flight with three cosmonauts,Crewed flight with three cosmonauts,Crewed flight with three cosmonauts,Crewed flight with three cosmonauts,Crewed flight with three cosmonauts,Crewed flight with three cosmonauts,2009,,
1 October 21:59[102],Ariane 5 ECA,Amazonas-2,Hispasat,GEO,Communications,In orbit,Operational,2009,,
1 October 21:59[102],Ariane 5 ECA,COMSATBw-1,Bundeswehr,GEO,Communications,In orbit,Operational,2009,,
8 October 18:51[103],Delta II 7920,WorldView-2,DigitalGlobe,LEO (SSO),Earth observation,In orbit,Operational,2009,,
15 October 01:14,Soyuz-U,Progress M-03M,Roscosmos,LEO (ISS),ISS logistics,27 April 2010 18:50:56,Successful,2009,,
15 October 01:14,Soyuz-U,ISS flight 35P,ISS flight 35P,ISS flight 35P,ISS flight 35P,ISS flight 35P,ISS flight 35P,2009,,
18 October 16:12,Atlas V 401,USA-210 (DMSP-5D3 F18),U.S. Air Force / NOAA,LEO (SSO),Meteorology,In orbit,Operational,2009,,
29 October 20:00,Ariane 5 ECA,Thor-6,Telenor,GEO,Communications,In orbit,Operational,2009,,
29 October 20:00,Ariane 5 ECA,NSS-12,SES World Skies,GEO,Communications,In orbit,Operational,2009,,
2 November 01:50,Rokot / Briz-KM,SMOS[105],ESA,LEO (SSO),Earth observation,In orbit,Operational,2009,,
2 November 01:50,Rokot / Briz-KM,Proba-2,ESA,LEO (SSO),Earth observation,In orbit,Operational,2009,,
10 November[51] 14:22,Soyuz-U,Progress M-MIM2,Roscosmos,LEO (ISS),Orbital tug,8 December 05:27[106],Successful,2009,,
10 November[51] 14:22,Soyuz-U,Poisk (MRM-2),Roscosmos,LEO (ISS),ISS assembly,In orbit,Operational,2009,,
10 November[51] 14:22,Soyuz-U,ISS flight 5R,ISS flight 5R,ISS flight 5R,ISS flight 5R,ISS flight 5R,ISS flight 5R,2009,,
12 November 02:45[107],Long March 2C,Shijian 11-01,CASC,LEO (SSO),Technology demonstration,In orbit,Operational,2009,,
16 November[71] 19:28,Space Shuttle Atlantis[44],STS-129,NASA,LEO (ISS),ISS assembly,27 November 14:44[108],Successful,2009,,
16 November[71] 19:28,Space Shuttle Atlantis[44],ExPRESS-1,NASA,LEO (ISS),ISS logistics,In orbit,Operational,2009,,
16 November[71] 19:28,Space Shuttle Atlantis[44],ExPRESS-2,NASA,LEO (ISS),ISS logistics,In orbit,Operational,2009,,
16 November[71] 19:28,Space Shuttle Atlantis[44],"Crewed flight, launching with six astronauts, and landing with seven.","Crewed flight, launching with six astronauts, and landing with seven.","Crewed flight, launching with six astronauts, and landing with seven.","Crewed flight, launching with six astronauts, and landing with seven.","Crewed flight, launching with six astronauts, and landing with seven.","Crewed flight, launching with six astronauts, and landing with seven.",2009,,
20 November 10:44,Soyuz-U,Kosmos 2455 (Lotos-S),VKS,LEO,ELINT,In orbit,Operational,2009,,
23 November 06:55[109],Atlas V 431,Intelsat 14,Intelsat,GEO,Communications,In orbit,Operational,2009,,
24 November 14:19[110],Proton-M / Briz-M Enhanced[111],Eutelsat W7,Eutelsat,GEO,Communications,In orbit,Operational,2009,,
28 November[112] 01:21,H-IIA 202,IGS Optical 3[113],CSICE,LEO (SSO),Reconnaissance,In orbit,Successful[114],2009,,
30 November 21:00[115],Zenit-3SLB[116],Intelsat 15,Intelsat,GEO,Communications,In orbit,Operational,2009,,
6 December 01:47[117],"Delta IV-M+ (5,4)",USA-211 (WGS-3),U.S. Air Force,GEO,Communications,In orbit,Successful,2009,,
6 December 01:47[117],"Delta IV-M+ (5,4)",,"Maiden flight of Delta IV-M+ (5,4), final Block I WGS satellite.","Maiden flight of Delta IV-M+ (5,4), final Block I WGS satellite.","Maiden flight of Delta IV-M+ (5,4), final Block I WGS satellite.","Maiden flight of Delta IV-M+ (5,4), final Block I WGS satellite.","Maiden flight of Delta IV-M+ (5,4), final Block I WGS satellite.",2009,First flight,
9 December 08:42[118],Long March 2D,Yaogan-7,CNSA,LEO (SSO),Earth observation,In orbit,Operational,2009,,
14 December 10:38[119],Proton-M / DM-2 Enhanced,Kosmos 2456 (Glonass-M 730),VKS,MEO,Navigation,In orbit,Operational,2009,,
14 December 10:38[119],Proton-M / DM-2 Enhanced,Kosmos 2457 (Glonass-M 733),VKS,MEO,Navigation,In orbit,Operational,2009,,
14 December 10:38[119],Proton-M / DM-2 Enhanced,Kosmos 2458 (Glonass-M 734),VKS,MEO,Navigation,In orbit,Operational,2009,,
14 December 14:09[120],Delta II 7320,WISE,NASA,LEO (SSO),Infrared astronomy,In orbit,Operational,2009,,
15 December 02:31[121],Long March 4C,Yaogan-8,CNSA,LEO (SSO),Earth observation,In orbit,Operational,2009,,
15 December 02:31[121],Long March 4C,Xiwang 1,CNSA,LEO (SSO),Amateur radio,In orbit,Operational,2009,,
18 December 16:26,Ariane 5GS,Helios IIB,DGA,LEO (SSO),Reconnaissance,In orbit,Operational,2009,,
18 December 16:26,Ariane 5GS,,Final flight of Ariane 5GS.,Final flight of Ariane 5GS.,Final flight of Ariane 5GS.,Final flight of Ariane 5GS.,Final flight of Ariane 5GS.,2009,Final flight,
20 December 21:52,Soyuz-FG,Soyuz TMA-17,Roscosmos,LEO (ISS),Expedition 22,2 June 2010 03:25,Successful,2009,,
20 December 21:52,Soyuz-FG,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts.,2009,,
29 December 00:22,Proton-M / Briz-M Enhanced,DirecTV-12,DirecTV,GEO,Communications,In orbit,Operational,2009,,
16 January 16:12,Long March 3C,BeiDou-2 G1 (Beidou-3/Compass-G1),CNSA,GEO,Navigation,In orbit,Operational,2010,,
28 January 00:18,Proton-M / Briz-M Enhanced,Raduga-1M №2 (Globus-1M №12L),VKS,GEO,Communications,In orbit,Operational,2010,,
3 February 03:45,Soyuz-U,Progress M-04M / 36P,Roscosmos,LEO (ISS),ISS logistics,1 July 14:40,Successful,2010,,
3 February 03:45,Soyuz-U,ISS flight 36P,ISS flight 36P,ISS flight 36P,ISS flight 36P,ISS flight 36P,ISS flight 36P,2010,,
8 February 09:14,Space Shuttle Endeavour,STS-130,NASA,LEO (ISS),ISS assembly,22 February 03:22,Successful,2010,,
8 February 09:14,Space Shuttle Endeavour,Tranquility[10],NASA,LEO (ISS),ISS assembly,In orbit,Operational,2010,,
8 February 09:14,Space Shuttle Endeavour,Cupola,NASA,LEO (ISS),ISS assembly,In orbit,Operational,2010,,
8 February 09:14,Space Shuttle Endeavour,Crewed flight with six astronauts.,Crewed flight with six astronauts.,Crewed flight with six astronauts.,Crewed flight with six astronauts.,Crewed flight with six astronauts.,Crewed flight with six astronauts.,2010,,
11 February 15:23,Atlas V 401,Solar Dynamics Observatory,NASA,GEO,Heliophysics,In orbit,Operational,2010,,
12 February 00:39,Proton-M / Briz-M Enhanced,Intelsat 16,Intelsat,GEO,Communications,In orbit,Operational,2010,,
1 March 21:19,Proton-M / DM-2 Enhanced,Kosmos 2459 (Glonass-M 731),VKS,MEO,Navigation,In orbit,Operational,2010,,
1 March 21:19,Proton-M / DM-2 Enhanced,Kosmos 2460 (Glonass-M 732),VKS,MEO,Navigation,In orbit,Operational,2010,,
1 March 21:19,Proton-M / DM-2 Enhanced,Kosmos 2461 (Glonass-M 735),VKS,MEO,Navigation,In orbit,Operational,2010,,
4 March 23:57,"Delta IV-M+ (4,2)",GOES-P (GOES-15),NOAA / NASA,GEO,Meteorology,In orbit,Operational,2010,,
4 March 23:57,"Delta IV-M+ (4,2)",Satellite redesignated EWS-G2 after being transferred to the U.S. Space Force in September 2023.[11],Satellite redesignated EWS-G2 after being transferred to the U.S. Space Force in September 2023.[11],Satellite redesignated EWS-G2 after being transferred to the U.S. Space Force in September 2023.[11],Satellite redesignated EWS-G2 after being transferred to the U.S. Space Force in September 2023.[11],Satellite redesignated EWS-G2 after being transferred to the U.S. Space Force in September 2023.[11],Satellite redesignated EWS-G2 after being transferred to the U.S. Space Force in September 2023.[11],2010,,
5 March 04:55,Long March 4C,Yaogan 9A,CNSA,LEO (SSO),ELINT,In orbit,Operational,2010,,
5 March 04:55,Long March 4C,Yaogan 9B,CNSA,LEO (SSO),ELINT,In orbit,Operational,2010,,
5 March 04:55,Long March 4C,Yaogan 9C,CNSA,LEO (SSO),ELINT,In orbit,Operational,2010,,
5 March 04:55,Long March 4C,First Long March 4 series launch from Jiuquan.,First Long March 4 series launch from Jiuquan.,,First Long March 4 series launch from Jiuquan.,First Long March 4 series launch from Jiuquan.,First Long March 4 series launch from Jiuquan.,2010,,First Long March 4 series launch from Jiuquan.
20 March 18:27,Proton-M / Briz-M Enhanced,Echostar XIV,Echostar,GEO,Communications,In orbit,Operational,2010,,
2 April 04:04,Soyuz-FG,Soyuz TMA-18,Roscosmos,LEO (ISS),Expedition 23,25 September 05:23,Successful,2010,,
2 April 04:04,Soyuz-FG,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts.,2010,,
5 April 10:21,Space Shuttle Discovery[12],STS-131,NASA,LEO (ISS),ISS logistics,20 April 13:08:35,Successful,2010,,
5 April 10:21,Space Shuttle Discovery[12],Leonardo MPLM,ASI / NASA,LEO (ISS),ISS logistics,20 April 13:08:35,Successful,2010,,
5 April 10:21,Space Shuttle Discovery[12],Crewed flight with seven astronauts.,Crewed flight with seven astronauts.,Crewed flight with seven astronauts.,Crewed flight with seven astronauts.,Crewed flight with seven astronauts.,Crewed flight with seven astronauts.,2010,,
8 April 13:57,Dnepr,Cryosat-2[13],ESA,LEO,Climatology,In orbit,Operational,2010,,
15 April 10:57,GSLV Mk II,GSAT-4 (HealthSat),ISRO,Intended: GEO,Communications Navigation,15 April,Launch failure,2010,,
15 April 10:57,GSLV Mk II,,"Maiden flight of GSLV Mk. II, third stage failure.","Maiden flight of GSLV Mk. II, third stage failure.","Maiden flight of GSLV Mk. II, third stage failure.","Maiden flight of GSLV Mk. II, third stage failure.","Maiden flight of GSLV Mk. II, third stage failure.",2010,First flight,
16 April 15:00[citation needed],Soyuz-U,Kosmos 2462 (Yantar-4K2M №6/Kobalt-M №6),VKS,LEO,Reconnaissance,21 July,Successful,2010,,
22 April 23:52[14],Atlas V 501,USA-212 (X-37B OTV-1)[14],U.S. Air Force,LEO,Technology demonstration,3 December 09:16,Successful,2010,,
22 April 23:52[14],Atlas V 501,,Maiden flight of Atlas V 501 and Boeing X-37B.,Maiden flight of Atlas V 501 and Boeing X-37B.,Maiden flight of Atlas V 501 and Boeing X-37B.,Maiden flight of Atlas V 501 and Boeing X-37B.,Maiden flight of Atlas V 501 and Boeing X-37B.,2010,First flight,
24 April 11:19,Proton-M / Briz-M Enhanced,SES-1 (OS-1),SES World Skies,GEO,Communications,In orbit,Operational,2010,,
27 April 01:05,Kosmos-3M,Kosmos 2463 (Parus),VKS,LEO,Navigation Communications,In orbit,Operational,2010,,
27 April 01:05,Kosmos-3M,,Final flight of Kosmos-3M.,Final flight of Kosmos-3M.,Final flight of Kosmos-3M.,Final flight of Kosmos-3M.,Final flight of Kosmos-3M.,2010,Final flight,
28 April 17:15,Soyuz-U,Progress M-05M / 37P,Roscosmos,LEO (ISS),ISS logistics,15 November 09:35:39,Successful,2010,,
28 April 17:15,Soyuz-U,ISS flight 37P,ISS flight 37P,ISS flight 37P,ISS flight 37P,ISS flight 37P,ISS flight 37P,2010,,
14 May 18:20,Space Shuttle Atlantis[12],STS-132,NASA,LEO (ISS),ISS logistics,26 May 12:48:11,Successful,2010,,
14 May 18:20,Space Shuttle Atlantis[12],Rassvet (MRM-1),Roscosmos,LEO (ISS),ISS assembly,In orbit,Operational,2010,,
14 May 18:20,Space Shuttle Atlantis[12],"Crewed flight with six astronauts. Rassvet was launched along with the MLM outfittings that included a spare elbow joint for the European Robotic Arm (ERA) (which was launched with Nauka) and an ERA-portable workpost used during EVAs, as well as a heat radiator, internal hardware and an experiment airlock for launching CubeSats to be positioned on the modified passive forward port near the nadir end of the Nauka module.[15]","Crewed flight with six astronauts. Rassvet was launched along with the MLM outfittings that included a spare elbow joint for the European Robotic Arm (ERA) (which was launched with Nauka) and an ERA-portable workpost used during EVAs, as well as a heat radiator, internal hardware and an experiment airlock for launching CubeSats to be positioned on the modified passive forward port near the nadir end of the Nauka module.[15]","Crewed flight with six astronauts. Rassvet was launched along with the MLM outfittings that included a spare elbow joint for the European Robotic Arm (ERA) (which was launched with Nauka) and an ERA-portable workpost used during EVAs, as well as a heat radiator, internal hardware and an experiment airlock for launching CubeSats to be positioned on the modified passive forward port near the nadir end of the Nauka module.[15]","Crewed flight with six astronauts. Rassvet was launched along with the MLM outfittings that included a spare elbow joint for the European Robotic Arm (ERA) (which was launched with Nauka) and an ERA-portable workpost used during EVAs, as well as a heat radiator, internal hardware and an experiment airlock for launching CubeSats to be positioned on the modified passive forward port near the nadir end of the Nauka module.[15]","Crewed flight with six astronauts. Rassvet was launched along with the MLM outfittings that included a spare elbow joint for the European Robotic Arm (ERA) (which was launched with Nauka) and an ERA-portable workpost used during EVAs, as well as a heat radiator, internal hardware and an experiment airlock for launching CubeSats to be positioned on the modified passive forward port near the nadir end of the Nauka module.[15]","Crewed flight with six astronauts. Rassvet was launched along with the MLM outfittings that included a spare elbow joint for the European Robotic Arm (ERA) (which was launched with Nauka) and an ERA-portable workpost used during EVAs, as well as a heat radiator, internal hardware and an experiment airlock for launching CubeSats to be positioned on the modified passive forward port near the nadir end of the Nauka module.[15]",2010,,
